FIPS,County,Year,Population,Primary County Coordinates
19083,Hardin County,July 01 1994,18822,"(42.384, -93.24)"
19083,Hardin County,July 01 1995,18941,"(42.384, -93.24)"
19083,Hardin County,July 01 1996,19103,"(42.384, -93.24)"
19083,Hardin County,July 01 1997,19062,"(42.384, -93.24)"
19083,Hardin County,July 01 1998,18981,"(42.384, -93.24)"
19083,Hardin County,July 01 1999,18912,"(42.384, -93.24)"
19083,Hardin County,April 01 2000,18812,"(42.384, -93.24)"
19083,Hardin County,July 01 2001,18648,"(42.384, -93.24)"
19083,Hardin County,July 01 2002,18419,"(42.384, -93.24)"
19083,Hardin County,July 01 2003,18213,"(42.384, -93.24)"
19083,Hardin County,July 01 2004,18002,"(42.384, -93.24)"
19083,Hardin County,July 01 2005,17768,"(42.384, -93.24)"
19083,Hardin County,July 01 2006,17637,"(42.384, -93.24)"
19083,Hardin County,July 01 2007,17505,"(42.384, -93.24)"
19083,Hardin County,July 01 2008,17377,"(42.384, -93.24)"
19083,Hardin County,July 01 2009,17144,"(42.384, -93.24)"
19083,Hardin County,April 01 2010,17534,"(42.384, -93.24)"
19085,Harrison County,April 01 1990,14730,"(41.683, -95.817)"
19085,Harrison County,July 01 1991,14734,"(41.683, -95.817)"
19085,Harrison County,July 01 1992,14712,"(41.683, -95.817)"
19085,Harrison County,July 01 1993,14752,"(41.683, -95.817)"
19085,Harrison County,July 01 1994,14895,"(41.683, -95.817)"
19085,Harrison County,July 01 1995,14993,"(41.683, -95.817)"
19085,Harrison County,July 01 1996,15231,"(41.683, -95.817)"
19085,Harrison County,July 01 1997,15400,"(41.683, -95.817)"
19085,Harrison County,July 01 1998,15498,"(41.683, -95.817)"
19085,Harrison County,July 01 1999,15569,"(41.683, -95.817)"
19085,Harrison County,April 01 2000,15666,"(41.683, -95.817)"
19085,Harrison County,July 01 2001,15638,"(41.683, -95.817)"
19085,Harrison County,July 01 2002,15497,"(41.683, -95.817)"
19085,Harrison County,July 01 2003,15544,"(41.683, -95.817)"
19085,Harrison County,July 01 2004,15542,"(41.683, -95.817)"
19085,Harrison County,July 01 2005,15520,"(41.683, -95.817)"
19085,Harrison County,July 01 2006,15542,"(41.683, -95.817)"
19085,Harrison County,July 01 2007,15416,"(41.683, -95.817)"
19085,Harrison County,July 01 2008,15245,"(41.683, -95.817)"
19085,Harrison County,July 01 2009,15328,"(41.683, -95.817)"
19085,Harrison County,April 01 2010,14928,"(41.683, -95.817)"
19087,Henry County,April 01 1990,19226,"(40.988, -91.545)"
19087,Henry County,July 01 1991,19296,"(40.988, -91.545)"
19087,Henry County,July 01 1992,19490,"(40.988, -91.545)"
19087,Henry County,July 01 1993,19641,"(40.988, -91.545)"
19087,Henry County,July 01 1994,19634,"(40.988, -91.545)"
19087,Henry County,July 01 1995,19841,"(40.988, -91.545)"
19087,Henry County,July 01 1996,20001,"(40.988, -91.545)"
19087,Henry County,July 01 1997,20025,"(40.988, -91.545)"
19087,Henry County,July 01 1998,20033,"(40.988, -91.545)"
19087,Henry County,July 01 1999,20285,"(40.988, -91.545)"
19087,Henry County,April 01 2000,20336,"(40.988, -91.545)"
19087,Henry County,July 01 2001,20336,"(40.988, -91.545)"
19087,Henry County,July 01 2002,19967,"(40.988, -91.545)"
19087,Henry County,July 01 2003,20105,"(40.988, -91.545)"
19087,Henry County,July 01 2004,20073,"(40.988, -91.545)"
19087,Henry County,July 01 2005,20166,"(40.988, -91.545)"
19087,Henry County,July 01 2006,20095,"(40.988, -91.545)"
19087,Henry County,July 01 2007,20134,"(40.988, -91.545)"
19087,Henry County,July 01 2008,20067,"(40.988, -91.545)"
19087,Henry County,July 01 2009,19929,"(40.988, -91.545)"
19087,Henry County,April 01 2010,20145,"(40.988, -91.545)"
19089,Howard County,April 01 1990,9809,"(43.357, -92.317)"
19089,Howard County,July 01 1991,9811,"(43.357, -92.317)"
19089,Howard County,July 01 1992,9910,"(43.357, -92.317)"
19089,Howard County,July 01 1993,9977,"(43.357, -92.317)"
19089,Howard County,July 01 1994,10008,"(43.357, -92.317)"
19089,Howard County,July 01 1995,9944,"(43.357, -92.317)"
19089,Howard County,July 01 1996,9944,"(43.357, -92.317)"
19089,Howard County,July 01 1997,9980,"(43.357, -92.317)"
19089,Howard County,July 01 1998,9966,"(43.357, -92.317)"
19089,Howard County,July 01 1999,9999,"(43.357, -92.317)"
19089,Howard County,April 01 2000,9934,"(43.357, -92.317)"
19089,Howard County,July 01 2001,9869,"(43.357, -92.317)"
19089,Howard County,July 01 2002,9794,"(43.357, -92.317)"
19089,Howard County,July 01 2003,9713,"(43.357, -92.317)"
19089,Howard County,July 01 2004,9679,"(43.357, -92.317)"
19089,Howard County,July 01 2005,9620,"(43.357, -92.317)"
19089,Howard County,July 01 2006,9510,"(43.357, -92.317)"
19089,Howard County,July 01 2007,9465,"(43.357, -92.317)"
19089,Howard County,July 01 2008,9436,"(43.357, -92.317)"
19089,Howard County,July 01 2009,9410,"(43.357, -92.317)"
19089,Howard County,April 01 2010,9566,"(43.357, -92.317)"
19091,Humboldt County,April 01 1990,10756,"(42.776, -94.207)"
19091,Humboldt County,July 01 1991,10755,"(42.776, -94.207)"
19091,Humboldt County,July 01 1992,10687,"(42.776, -94.207)"
19091,Humboldt County,July 01 1993,10586,"(42.776, -94.207)"
19091,Humboldt County,July 01 1994,10517,"(42.776, -94.207)"
19091,Humboldt County,July 01 1995,10492,"(42.776, -94.207)"
19091,Humboldt County,July 01 1996,10457,"(42.776, -94.207)"
19091,Humboldt County,July 01 1997,10475,"(42.776, -94.207)"
19091,Humboldt County,July 01 1998,10473,"(42.776, -94.207)"
19091,Humboldt County,July 01 1999,10462,"(42.776, -94.207)"
19091,Humboldt County,April 01 2000,10381,"(42.776, -94.207)"
19091,Humboldt County,July 01 2001,10280,"(42.776, -94.207)"
19091,Humboldt County,July 01 2002,10073,"(42.776, -94.207)"
19091,Humboldt County,July 01 2003,10014,"(42.776, -94.207)"
19091,Humboldt County,July 01 2004,9935,"(42.776, -94.207)"
19091,Humboldt County,July 01 2005,9801,"(42.776, -94.207)"
19091,Humboldt County,July 01 2006,9762,"(42.776, -94.207)"
19091,Humboldt County,July 01 2007,9626,"(42.776, -94.207)"
19091,Humboldt County,July 01 2008,9565,"(42.776, -94.207)"
19091,Humboldt County,July 01 2009,9473,"(42.776, -94.207)"
19091,Humboldt County,April 01 2010,9815,"(42.776, -94.207)"
19093,Ida County,April 01 1990,8365,"(42.387, -95.513)"
19093,Ida County,July 01 1991,8341,"(42.387, -95.513)"
19093,Ida County,July 01 1992,8286,"(42.387, -95.513)"
19093,Ida County,July 01 1993,8290,"(42.387, -95.513)"
19093,Ida County,July 01 1994,8321,"(42.387, -95.513)"
19093,Ida County,July 01 1995,8333,"(42.387, -95.513)"
19093,Ida County,July 01 1996,8206,"(42.387, -95.513)"
19093,Ida County,July 01 1997,8092,"(42.387, -95.513)"
19093,Ida County,July 01 1998,8024,"(42.387, -95.513)"
19093,Ida County,July 01 1999,7928,"(42.387, -95.513)"
19093,Ida County,April 01 2000,7840,"(42.387, -95.513)"
19093,Ida County,July 01 2001,7662,"(42.387, -95.513)"
19093,Ida County,July 01 2002,7550,"(42.387, -95.513)"
19093,Ida County,July 01 2003,7445,"(42.387, -95.513)"
19093,Ida County,July 01 2004,7295,"(42.387, -95.513)"
19093,Ida County,July 01 2005,7169,"(42.387, -95.513)"
19093,Ida County,July 01 2006,7021,"(42.387, -95.513)"
19093,Ida County,July 01 2007,6980,"(42.387, -95.513)"
19093,Ida County,July 01 2008,6922,"(42.387, -95.513)"
19093,Ida County,July 01 2009,6762,"(42.387, -95.513)"
19093,Ida County,April 01 2010,7089,"(42.387, -95.513)"
19095,Iowa County,April 01 1990,14630,"(41.686, -92.066)"
19095,Iowa County,July 01 1991,14618,"(41.686, -92.066)"
19095,Iowa County,July 01 1992,14744,"(41.686, -92.066)"
19095,Iowa County,July 01 1993,14750,"(41.686, -92.066)"
19095,Iowa County,July 01 1994,14857,"(41.686, -92.066)"
19095,Iowa County,July 01 1995,14927,"(41.686, -92.066)"
19095,Iowa County,July 01 1996,15136,"(41.686, -92.066)"
19095,Iowa County,July 01 1997,15332,"(41.686, -92.066)"
19095,Iowa County,July 01 1998,15423,"(41.686, -92.066)"
19095,Iowa County,July 01 1999,15463,"(41.686, -92.066)"
19095,Iowa County,April 01 2000,15671,"(41.686, -92.066)"
19095,Iowa County,July 01 2001,15780,"(41.686, -92.066)"
19095,Iowa County,July 01 2002,15756,"(41.686, -92.066)"
19095,Iowa County,July 01 2003,15827,"(41.686, -92.066)"
19095,Iowa County,July 01 2004,15801,"(41.686, -92.066)"
19095,Iowa County,July 01 2005,15911,"(41.686, -92.066)"
19095,Iowa County,July 01 2006,15932,"(41.686, -92.066)"
19095,Iowa County,July 01 2007,15794,"(41.686, -92.066)"
19095,Iowa County,July 01 2008,15750,"(41.686, -92.066)"
19095,Iowa County,July 01 2009,15811,"(41.686, -92.066)"
19095,Iowa County,April 01 2010,16355,"(41.686, -92.066)"
19097,Jackson County,April 01 1990,19950,"(42.172, -90.574)"
19097,Jackson County,July 01 1991,19909,"(42.172, -90.574)"
19097,Jackson County,July 01 1992,19912,"(42.172, -90.574)"
19097,Jackson County,July 01 1993,20106,"(42.172, -90.574)"
19097,Jackson County,July 01 1994,20165,"(42.172, -90.574)"
19097,Jackson County,July 01 1995,20262,"(42.172, -90.574)"
19097,Jackson County,July 01 1996,20196,"(42.172, -90.574)"
19097,Jackson County,July 01 1997,20199,"(42.172, -90.574)"
19097,Jackson County,July 01 1998,20155,"(42.172, -90.574)"
19097,Jackson County,July 01 1999,20225,"(42.172, -90.574)"
19097,Jackson County,April 01 2000,20296,"(42.172, -90.574)"
19097,Jackson County,July 01 2001,20252,"(42.172, -90.574)"
19097,Jackson County,July 01 2002,20116,"(42.172, -90.574)"
19097,Jackson County,July 01 2003,20098,"(42.172, -90.574)"
19097,Jackson County,July 01 2004,20078,"(42.172, -90.574)"
19097,Jackson County,July 01 2005,20035,"(42.172, -90.574)"
19097,Jackson County,July 01 2006,19988,"(42.172, -90.574)"
19097,Jackson County,July 01 2007,19906,"(42.172, -90.574)"
19097,Jackson County,July 01 2008,19804,"(42.172, -90.574)"
19097,Jackson County,July 01 2009,19728,"(42.172, -90.574)"
19097,Jackson County,April 01 2010,19848,"(42.172, -90.574)"
19099,Jasper County,April 01 1990,34795,"(41.686, -93.054)"
19099,Jasper County,July 01 1991,34829,"(41.686, -93.054)"
19099,Jasper County,July 01 1992,34791,"(41.686, -93.054)"
19099,Jasper County,July 01 1993,34925,"(41.686, -93.054)"
19099,Jasper County,July 01 1994,35136,"(41.686, -93.054)"
19099,Jasper County,July 01 1995,35342,"(41.686, -93.054)"
19099,Jasper County,July 01 1996,35406,"(41.686, -93.054)"
19099,Jasper County,July 01 1997,35715,"(41.686, -93.054)"
19099,Jasper County,July 01 1998,36087,"(41.686, -93.054)"
19099,Jasper County,July 01 1999,36898,"(41.686, -93.054)"
19099,Jasper County,April 01 2000,37213,"(41.686, -93.054)"
19099,Jasper County,July 01 2001,37266,"(41.686, -93.054)"
19099,Jasper County,July 01 2002,37366,"(41.686, -93.054)"
19099,Jasper County,July 01 2003,37400,"(41.686, -93.054)"
19099,Jasper County,July 01 2004,37256,"(41.686, -93.054)"
19099,Jasper County,July 01 2005,37011,"(41.686, -93.054)"
19099,Jasper County,July 01 2006,36735,"(41.686, -93.054)"
19099,Jasper County,July 01 2007,36567,"(41.686, -93.054)"
19099,Jasper County,July 01 2008,36460,"(41.686, -93.054)"
19099,Jasper County,July 01 2009,36257,"(41.686, -93.054)"
19099,Jasper County,April 01 2010,36842,"(41.686, -93.054)"
19101,Jefferson County,April 01 1990,16310,"(41.032, -91.949)"
19101,Jefferson County,July 01 1991,16313,"(41.032, -91.949)"
19101,Jefferson County,July 01 1992,16316,"(41.032, -91.949)"
19101,Jefferson County,July 01 1993,16364,"(41.032, -91.949)"
19101,Jefferson County,July 01 1994,16559,"(41.032, -91.949)"
19101,Jefferson County,July 01 1995,16563,"(41.032, -91.949)"
19101,Jefferson County,July 01 1996,16468,"(41.032, -91.949)"
19101,Jefferson County,July 01 1997,16517,"(41.032, -91.949)"
19101,Jefferson County,July 01 1998,16628,"(41.032, -91.949)"
19101,Jefferson County,July 01 1999,16553,"(41.032, -91.949)"
19101,Jefferson County,April 01 2000,16181,"(41.032, -91.949)"
19101,Jefferson County,July 01 2001,16035,"(41.032, -91.949)"
19101,Jefferson County,July 01 2002,15806,"(41.032, -91.949)"
19101,Jefferson County,July 01 2003,15721,"(41.032, -91.949)"
19101,Jefferson County,July 01 2004,15684,"(41.032, -91.949)"
19101,Jefferson County,July 01 2005,15553,"(41.032, -91.949)"
19101,Jefferson County,July 01 2006,15491,"(41.032, -91.949)"
19101,Jefferson County,July 01 2007,15532,"(41.032, -91.949)"
19101,Jefferson County,July 01 2008,15431,"(41.032, -91.949)"
19101,Jefferson County,July 01 2009,15472,"(41.032, -91.949)"
19101,Jefferson County,April 01 2010,16843,"(41.032, -91.949)"
19103,Johnson County,April 01 1990,96119,"(41.672, -91.588)"
19103,Johnson County,July 01 1991,96595,"(41.672, -91.588)"
19103,Johnson County,July 01 1992,97484,"(41.672, -91.588)"
19103,Johnson County,July 01 1993,99364,"(41.672, -91.588)"
19103,Johnson County,July 01 1994,100939,"(41.672, -91.588)"
19103,Johnson County,July 01 1995,103045,"(41.672, -91.588)"
19103,Johnson County,July 01 1996,104488,"(41.672, -91.588)"
19103,Johnson County,July 01 1997,105355,"(41.672, -91.588)"
19103,Johnson County,July 01 1998,106538,"(41.672, -91.588)"
19103,Johnson County,July 01 1999,107819,"(41.672, -91.588)"
19103,Johnson County,April 01 2000,111006,"(41.672, -91.588)"
19103,Johnson County,July 01 2001,113878,"(41.672, -91.588)"
19103,Johnson County,July 01 2002,115560,"(41.672, -91.588)"
19103,Johnson County,July 01 2003,117459,"(41.672, -91.588)"
19103,Johnson County,July 01 2004,119747,"(41.672, -91.588)"
19103,Johnson County,July 01 2005,121191,"(41.672, -91.588)"
19103,Johnson County,July 01 2006,123171,"(41.672, -91.588)"
19103,Johnson County,July 01 2007,125536,"(41.672, -91.588)"
19103,Johnson County,July 01 2008,128145,"(41.672, -91.588)"
19103,Johnson County,July 01 2009,131005,"(41.672, -91.588)"
19103,Johnson County,April 01 2010,130882,"(41.672, -91.588)"
19105,Jones County,April 01 1990,19444,"(42.121, -91.131)"
19105,Jones County,July 01 1991,19480,"(42.121, -91.131)"
19105,Jones County,July 01 1992,19607,"(42.121, -91.131)"
19105,Jones County,July 01 1993,19818,"(42.121, -91.131)"
19105,Jones County,July 01 1994,19939,"(42.121, -91.131)"
19105,Jones County,July 01 1995,20095,"(42.121, -91.131)"
19105,Jones County,July 01 1996,20521,"(42.121, -91.131)"
19105,Jones County,July 01 1997,20522,"(42.121, -91.131)"
19105,Jones County,July 01 1998,20587,"(42.121, -91.131)"
19105,Jones County,July 01 1999,20369,"(42.121, -91.131)"
19105,Jones County,April 01 2000,20221,"(42.121, -91.131)"
19105,Jones County,July 01 2001,20158,"(42.121, -91.131)"
19105,Jones County,July 01 2002,20150,"(42.121, -91.131)"
19105,Jones County,July 01 2003,20212,"(42.121, -91.131)"
19105,Jones County,July 01 2004,20365,"(42.121, -91.131)"
19105,Jones County,July 01 2005,20303,"(42.121, -91.131)"
19105,Jones County,July 01 2006,20324,"(42.121, -91.131)"
19105,Jones County,July 01 2007,20403,"(42.121, -91.131)"
19105,Jones County,July 01 2008,20430,"(42.121, -91.131)"
19105,Jones County,July 01 2009,20364,"(42.121, -91.131)"
19105,Jones County,April 01 2010,20638,"(42.121, -91.131)"
19107,Keokuk County,April 01 1990,11624,"(41.336, -92.179)"
19107,Keokuk County,July 01 1991,11601,"(41.336, -92.179)"
19107,Keokuk County,July 01 1992,11617,"(41.336, -92.179)"
19107,Keokuk County,July 01 1993,11592,"(41.336, -92.179)"
19107,Keokuk County,July 01 1994,11600,"(41.336, -92.179)"
19107,Keokuk County,July 01 1995,11490,"(41.336, -92.179)"
19107,Keokuk County,July 01 1996,11597,"(41.336, -92.179)"
19107,Keokuk County,July 01 1997,11486,"(41.336, -92.179)"
19107,Keokuk County,July 01 1998,11444,"(41.336, -92.179)"
19107,Keokuk County,July 01 1999,11406,"(41.336, -92.179)"
19107,Keokuk County,April 01 2000,11400,"(41.336, -92.179)"
19107,Keokuk County,July 01 2001,11372,"(41.336, -92.179)"
19107,Keokuk County,July 01 2002,11341,"(41.336, -92.179)"
19107,Keokuk County,July 01 2003,11194,"(41.336, -92.179)"
19107,Keokuk County,July 01 2004,11073,"(41.336, -92.179)"
19107,Keokuk County,July 01 2005,10893,"(41.336, -92.179)"
19107,Keokuk County,July 01 2006,10727,"(41.336, -92.179)"
19107,Keokuk County,July 01 2007,10724,"(41.336, -92.179)"
19107,Keokuk County,July 01 2008,10655,"(41.336, -92.179)"
19107,Keokuk County,July 01 2009,10562,"(41.336, -92.179)"
19107,Keokuk County,April 01 2010,10511,"(41.336, -92.179)"
19109,Kossuth County,April 01 1990,18591,"(43.204, -94.207)"
19109,Kossuth County,July 01 1991,18551,"(43.204, -94.207)"
19109,Kossuth County,July 01 1992,18230,"(43.204, -94.207)"
19109,Kossuth County,July 01 1993,18098,"(43.204, -94.207)"
19109,Kossuth County,July 01 1994,17983,"(43.204, -94.207)"
19109,Kossuth County,July 01 1995,17950,"(43.204, -94.207)"
19109,Kossuth County,July 01 1996,17836,"(43.204, -94.207)"
19109,Kossuth County,July 01 1997,17645,"(43.204, -94.207)"
19109,Kossuth County,July 01 1998,17552,"(43.204, -94.207)"
19109,Kossuth County,July 01 1999,17321,"(43.204, -94.207)"
19109,Kossuth County,April 01 2000,17163,"(43.204, -94.207)"
19109,Kossuth County,July 01 2001,16780,"(43.204, -94.207)"
19109,Kossuth County,July 01 2002,16499,"(43.204, -94.207)"
19109,Kossuth County,July 01 2003,16294,"(43.204, -94.207)"
19109,Kossuth County,July 01 2004,16156,"(43.204, -94.207)"
19109,Kossuth County,July 01 2005,15956,"(43.204, -94.207)"
19109,Kossuth County,July 01 2006,15664,"(43.204, -94.207)"
19109,Kossuth County,July 01 2007,15456,"(43.204, -94.207)"
19109,Kossuth County,July 01 2008,15245,"(43.204, -94.207)"
19109,Kossuth County,July 01 2009,15154,"(43.204, -94.207)"
19109,Kossuth County,April 01 2010,15543,"(43.204, -94.207)"
19111,Lee County,April 01 1990,38687,"(40.642, -91.479)"
19111,Lee County,July 01 1991,38632,"(40.642, -91.479)"
19111,Lee County,July 01 1992,38913,"(40.642, -91.479)"
19111,Lee County,July 01 1993,39070,"(40.642, -91.479)"
19111,Lee County,July 01 1994,38901,"(40.642, -91.479)"
19111,Lee County,July 01 1995,38965,"(40.642, -91.479)"
19111,Lee County,July 01 1996,39107,"(40.642, -91.479)"
19111,Lee County,July 01 1997,38781,"(40.642, -91.479)"
19111,Lee County,July 01 1998,38720,"(40.642, -91.479)"
19111,Lee County,July 01 1999,38544,"(40.642, -91.479)"
19111,Lee County,April 01 2000,38052,"(40.642, -91.479)"
19111,Lee County,July 01 2001,37386,"(40.642, -91.479)"
19111,Lee County,July 01 2002,36858,"(40.642, -91.479)"
19111,Lee County,July 01 2003,36472,"(40.642, -91.479)"
19111,Lee County,July 01 2004,36385,"(40.642, -91.479)"
19111,Lee County,July 01 2005,36109,"(40.642, -91.479)"
19111,Lee County,July 01 2006,35997,"(40.642, -91.479)"
19111,Lee County,July 01 2007,35823,"(40.642, -91.479)"
19111,Lee County,July 01 2008,35484,"(40.642, -91.479)"
19111,Lee County,July 01 2009,35447,"(40.642, -91.479)"
19111,Lee County,April 01 2010,35862,"(40.642, -91.479)"
19113,Linn County,April 01 1990,168767,"(42.079, -91.599)"
19113,Linn County,July 01 1991,169295,"(42.079, -91.599)"
19113,Linn County,July 01 1992,171320,"(42.079, -91.599)"
19113,Linn County,July 01 1993,174288,"(42.079, -91.599)"
19113,Linn County,July 01 1994,176786,"(42.079, -91.599)"
19113,Linn County,July 01 1995,179064,"(42.079, -91.599)"
19113,Linn County,July 01 1996,181874,"(42.079, -91.599)"
19113,Linn County,July 01 1997,183167,"(42.079, -91.599)"
19113,Linn County,July 01 1998,185450,"(42.079, -91.599)"
19113,Linn County,July 01 1999,187210,"(42.079, -91.599)"
19113,Linn County,April 01 2000,191702,"(42.079, -91.599)"
19113,Linn County,July 01 2001,194323,"(42.079, -91.599)"
19113,Linn County,July 01 2002,195918,"(42.079, -91.599)"
19113,Linn County,July 01 2003,196706,"(42.079, -91.599)"
19113,Linn County,July 01 2004,198108,"(42.079, -91.599)"
19113,Linn County,July 01 2005,200114,"(42.079, -91.599)"
19113,Linn County,July 01 2006,202314,"(42.079, -91.599)"
19113,Linn County,July 01 2007,205283,"(42.079, -91.599)"
19113,Linn County,July 01 2008,207839,"(42.079, -91.599)"
19113,Linn County,July 01 2009,209226,"(42.079, -91.599)"
19113,Linn County,April 01 2010,211226,"(42.079, -91.599)"
19115,Louisa County,April 01 1990,11592,"(41.219, -91.26)"
19115,Louisa County,July 01 1991,11620,"(41.219, -91.26)"
19115,Louisa County,July 01 1992,11644,"(41.219, -91.26)"
19115,Louisa County,July 01 1993,11479,"(41.219, -91.26)"
19115,Louisa County,July 01 1994,11822,"(41.219, -91.26)"
19115,Louisa County,July 01 1995,11850,"(41.219, -91.26)"
19115,Louisa County,July 01 1996,11939,"(41.219, -91.26)"
19115,Louisa County,July 01 1997,12087,"(41.219, -91.26)"
19115,Louisa County,July 01 1998,12050,"(41.219, -91.26)"
19115,Louisa County,July 01 1999,12114,"(41.219, -91.26)"
19115,Louisa County,April 01 2000,12183,"(41.219, -91.26)"
19115,Louisa County,July 01 2001,12172,"(41.219, -91.26)"
19115,Louisa County,July 01 2002,12195,"(41.219, -91.26)"
19115,Louisa County,July 01 2003,12175,"(41.219, -91.26)"
19115,Louisa County,July 01 2004,12048,"(41.219, -91.26)"
19115,Louisa County,July 01 2005,11775,"(41.219, -91.26)"
19115,Louisa County,July 01 2006,11802,"(41.219, -91.26)"
19115,Louisa County,July 01 2007,11768,"(41.219, -91.26)"
19115,Louisa County,July 01 2008,11694,"(41.219, -91.26)"
19115,Louisa County,July 01 2009,11245,"(41.219, -91.26)"
19115,Louisa County,April 01 2010,11387,"(41.219, -91.26)"
19117,Lucas County,April 01 1990,9070,"(41.029, -93.328)"
19117,Lucas County,July 01 1991,9059,"(41.029, -93.328)"
19117,Lucas County,July 01 1992,9166,"(41.029, -93.328)"
19117,Lucas County,July 01 1993,9132,"(41.029, -93.328)"
19117,Lucas County,July 01 1994,9181,"(41.029, -93.328)"
19117,Lucas County,July 01 1995,9184,"(41.029, -93.328)"
19117,Lucas County,July 01 1996,9234,"(41.029, -93.328)"
19117,Lucas County,July 01 1997,9277,"(41.029, -93.328)"
19117,Lucas County,July 01 1998,9395,"(41.029, -93.328)"
19117,Lucas County,July 01 1999,9422,"(41.029, -93.328)"
19117,Lucas County,April 01 2000,9422,"(41.029, -93.328)"
19117,Lucas County,July 01 2001,9443,"(41.029, -93.328)"
19117,Lucas County,July 01 2002,9438,"(41.029, -93.328)"
19117,Lucas County,July 01 2003,9473,"(41.029, -93.328)"
19117,Lucas County,July 01 2004,9619,"(41.029, -93.328)"
19117,Lucas County,July 01 2005,9588,"(41.029, -93.328)"
19117,Lucas County,July 01 2006,9489,"(41.029, -93.328)"
19117,Lucas County,July 01 2007,9457,"(41.029, -93.328)"
19117,Lucas County,July 01 2008,9337,"(41.029, -93.328)"
19117,Lucas County,July 01 2009,9179,"(41.029, -93.328)"
19117,Lucas County,April 01 2010,8898,"(41.029, -93.328)"
19119,Lyon County,April 01 1990,11952,"(43.38, -96.21)"
19119,Lyon County,July 01 1991,11978,"(43.38, -96.21)"
19119,Lyon County,July 01 1992,11914,"(43.38, -96.21)"
19119,Lyon County,July 01 1993,11914,"(43.38, -96.21)"
19119,Lyon County,July 01 1994,11890,"(43.38, -96.21)"
19119,Lyon County,July 01 1995,11811,"(43.38, -96.21)"
19119,Lyon County,July 01 1996,11724,"(43.38, -96.21)"
19119,Lyon County,July 01 1997,11797,"(43.38, -96.21)"
19119,Lyon County,July 01 1998,11811,"(43.38, -96.21)"
19119,Lyon County,July 01 1999,11863,"(43.38, -96.21)"
19119,Lyon County,April 01 2000,11763,"(43.38, -96.21)"
19119,Lyon County,July 01 2001,11634,"(43.38, -96.21)"
19119,Lyon County,July 01 2002,11581,"(43.38, -96.21)"
19119,Lyon County,July 01 2003,11559,"(43.38, -96.21)"
19119,Lyon County,July 01 2004,11512,"(43.38, -96.21)"
19119,Lyon County,July 01 2005,11449,"(43.38, -96.21)"
19119,Lyon County,July 01 2006,11332,"(43.38, -96.21)"
19119,Lyon County,July 01 2007,11228,"(43.38, -96.21)"
19119,Lyon County,July 01 2008,11189,"(43.38, -96.21)"
19119,Lyon County,July 01 2009,11172,"(43.38, -96.21)"
19119,Lyon County,April 01 2010,11581,"(43.38, -96.21)"
19121,Madison County,April 01 1990,12483,"(41.331, -94.016)"
19121,Madison County,July 01 1991,12516,"(41.331, -94.016)"
19121,Madison County,July 01 1992,12548,"(41.331, -94.016)"
19121,Madison County,July 01 1993,12736,"(41.331, -94.016)"
19121,Madison County,July 01 1994,12808,"(41.331, -94.016)"
19121,Madison County,July 01 1995,12949,"(41.331, -94.016)"
19121,Madison County,July 01 1996,13340,"(41.331, -94.016)"
19121,Madison County,July 01 1997,13480,"(41.331, -94.016)"
19121,Madison County,July 01 1998,13585,"(41.331, -94.016)"
19121,Madison County,July 01 1999,13702,"(41.331, -94.016)"
19121,Madison County,April 01 2000,14019,"(41.331, -94.016)"
19121,Madison County,July 01 2001,14148,"(41.331, -94.016)"
19121,Madison County,July 01 2002,14315,"(41.331, -94.016)"
19121,Madison County,July 01 2003,14454,"(41.331, -94.016)"
19121,Madison County,July 01 2004,14689,"(41.331, -94.016)"
19121,Madison County,July 01 2005,14864,"(41.331, -94.016)"
19121,Madison County,July 01 2006,15196,"(41.331, -94.016)"
19121,Madison County,July 01 2007,15343,"(41.331, -94.016)"
19121,Madison County,July 01 2008,15454,"(41.331, -94.016)"
19121,Madison County,July 01 2009,15409,"(41.331, -94.016)"
19121,Madison County,April 01 2010,15679,"(41.331, -94.016)"
19123,Mahaska County,April 01 1990,21532,"(41.335, -92.641)"
19123,Mahaska County,July 01 1991,21563,"(41.335, -92.641)"
19123,Mahaska County,July 01 1992,21516,"(41.335, -92.641)"
19123,Mahaska County,July 01 1993,21613,"(41.335, -92.641)"
19123,Mahaska County,July 01 1994,21798,"(41.335, -92.641)"
19123,Mahaska County,July 01 1995,21908,"(41.335, -92.641)"
19123,Mahaska County,July 01 1996,22055,"(41.335, -92.641)"
19123,Mahaska County,July 01 1997,22031,"(41.335, -92.641)"
19123,Mahaska County,July 01 1998,22126,"(41.335, -92.641)"
19123,Mahaska County,July 01 1999,22266,"(41.335, -92.641)"
19123,Mahaska County,April 01 2000,22335,"(41.335, -92.641)"
19123,Mahaska County,July 01 2001,22378,"(41.335, -92.641)"
19123,Mahaska County,July 01 2002,22309,"(41.335, -92.641)"
19123,Mahaska County,July 01 2003,22021,"(41.335, -92.641)"
19123,Mahaska County,July 01 2004,22060,"(41.335, -92.641)"
19123,Mahaska County,July 01 2005,22220,"(41.335, -92.641)"
19123,Mahaska County,July 01 2006,22039,"(41.335, -92.641)"
19123,Mahaska County,July 01 2007,22092,"(41.335, -92.641)"
19123,Mahaska County,July 01 2008,22120,"(41.335, -92.641)"
19123,Mahaska County,July 01 2009,22000,"(41.335, -92.641)"
19123,Mahaska County,April 01 2010,22381,"(41.335, -92.641)"
19125,Marion County,April 01 1990,30001,"(41.334, -93.099)"
